Date,Close,High,Low,Open,Repaired?,Volume,Returns,Log_Returns,MA_7,MA_7_ratio,MA_21,MA_21_ratio,MA_50,MA_50_ratio,MA_200,MA_200_ratio,EMA_12,EMA_26,Volatility_7,Volatility_21,Volatility_30,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,DayOfWeek,Month,Quarter,DayOfMonth,WeekOfYear,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,Close_Lag_5,Volume_Lag_5,Close_Lag_7,Volume_Lag_7,Close_Lag_14,Volume_Lag_14,Close_Lag_21,Volume_Lag_21,Close_Lag_30,Volume_Lag_30,Close_Diff_1,Close_Diff_7,Volume_MA_7,Volume_MA_21,Volume_Ratio,High_Low_Range,High_Low_Ratio
2021-01-04,12.591716766357422,13.161174814312535,12.561568949764832,13.141075843974518,False,27749200,,,,,,,,,,,12.591716766357422,12.591716766357422,,,,,0.0,0.0,0.0,,,,,,0,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,0.5996058645477031,1.0477333577473957
2021-01-05,12.461078643798828,12.544822450171361,12.293591031053761,12.544822450171361,False,31908000,-0.0103749254357145,-0.010429120144541806,,,,,,,,,12.5716185936561,12.582039868390119,,,,,-0.010421274734019548,-0.00208425494680391,-0.008337019787215637,,,,,,1,1,1,5,1,12.591716766357422,27749200.0,,,,,,,,,,,,,,,-0.13063812255859375,,,,,0.25123141911759994,1.0204359668776184
2021-01-06,12.745805740356445,12.973588972076247,12.52137297612517,12.571618487992543,False,41133400,0.02284931382720301,0.022592177808398194,,,,,,,,,12.598416616225382,12.594170673720958,,,,,0.004245942504423894,-0.000818215456558349,0.005064157960982243,,,,,,2,1,1,6,1,12.461078643798828,31908000.0,12.591716766357422,27749200.0,,,,,,,,,,,,,0.2847270965576172,,,,,0.452215995951077,1.0361155279707208
2021-01-07,13.251618385314941,13.298514705370447,12.702258024843472,12.76925331542086,False,43757400,0.03968463471532169,0.038917431317342016,,,,,,,,,12.698909196085314,12.6428705042094,,,,,0.056038691875913926,0.010553166009936107,0.045485525865977816,,,,,,3,1,1,7,1,12.745805740356445,41133400.0,12.461078643798828,31908000.0,12.591716766357422,27749200.0,,,,,,,,,,,0.5058126449584961,,,,,0.5962566805269756,1.0469409989437153
2021-01-08,13.328664779663086,13.586595861482039,13.161177163767332,13.348762475759951,False,32480600,0.00581411206600424,0.005797275345311911,,,,,,,,,12.795794670481895,12.693670080168932,,,,,0.10212459031296284,0.028867450870541454,0.07325713944242138,,,,,,4,1,1,8,1,13.251618385314941,43757400.0,12.745805740356445,41133400.0,12.461078643798828,31908000.0,,,,,,,,,,,0.07704639434814453,,,,,0.4254186977147061,1.0323237573980755
2021-01-11,13.110930442810059,13.365512336011111,12.997038812236768,13.248270237516458,False,33761400,-0.016335795104191253,-0.01647069535787161,,,,,,,,,12.84427709699392,12.724578255179386,,,,,0.11969884181453416,0.04703372905934,0.07266511275519416,,,,,,0,1,1,11,2,13.328664779663086,32480600.0,13.251618385314941,43757400.0,12.745805740356445,41133400.0,12.591716766357422,27749200.0,,,,,,,,,-0.21773433685302734,,,,,0.36847352377434284,1.0283505750115498
2021-01-12,13.231518745422363,13.328661847953747,13.027183694521456,13.285114719607122,False,31038000,0.009197539651233155,0.009155499861890166,12.960190500531878,1.0209355136314817,,,,,,,12.90385273521368,12.762129402604792,,,,,0.1417233326088887,0.06597164976924974,0.07575168283963896,,,,,,1,1,1,12,2,13.110930442810059,33761400.0,13.328664779663086,32480600.0,13.251618385314941,43757400.0,12.461078643798828,31908000.0,,,,,,,,,0.12058830261230469,,34546857.14285714,,0.8984319433647056,0.30147815343229034,1.0231422355362254
2021-01-13,12.578316688537598,13.298513775696337,12.474475209339449,13.231518489802465,False,69732400,-0.04936712628780804,-0.050627333333908384,12.958276203700475,0.9706782361179821,,,,,,,12.853770266494283,12.748513646007222,0.02894437967853535,,,,0.10525662048706153,0.0738286439128121,0.03142797657424942,,,,,,2,1,1,13,2,13.231518745422363,31038000.0,13.110930442810059,33761400.0,13.328664779663086,32480600.0,12.745805740356445,41133400.0,12.591716766357422,27749200.0,,,,,,,-0.6532020568847656,-0.013400077819824219,40544457.14285714,,1.719899707974879,0.8240385663568883,1.0660579745863732
2021-01-14,12.54817008972168,12.779303784561456,12.340485833371535,12.648662389386013,False,79070400,-0.002396711703354537,-0.0023995884141992697,12.97071783883231,0.9674229480310188,,,,,,,12.806754854683113,12.733673382578663,0.02861330978914881,,,,0.07308147210444993,0.07367920955113967,-0.0005977374466897417,,,,,,3,1,1,14,2,12.578316688537598,69732400.0,13.231518745422363,31038000.0,13.110930442810059,33761400.0,13.251618385314941,43757400.0,12.461078643798828,31908000.0,,,,,,,-0.03014659881591797,0.08709144592285156,47281942.85714286,,1.6723170669805687,0.43881795118992173,1.0355592119398782
2021-01-15,12.159600257873535,12.544822272874448,12.159600257873535,12.461078467685473,False,58294800,-0.03096625476621695,-0.0314558428950745,12.886974198477608,0.9435574302080934,,,,,,,12.707192609020101,12.691149447415322,0.029099415877617666,,,,0.016043161604779144,0.062151999961867564,-0.04610883835708842,,,,,,4,1,1,15,2,12.54817008972168,79070400.0,12.578316688537598,69732400.0,13.231518745422363,31038000.0,13.328664779663086,32480600.0,12.745805740356445,41133400.0,,,,,,,-0.38856983184814453,-0.5862054824829102,49733571.428571425,,1.172141841526994,0.38522201500091313,1.0316804834724296
