Date,Close,High,Low,Open,Volume,Returns,Log_Returns,MA_7,MA_7_ratio,MA_21,MA_21_ratio,MA_50,MA_50_ratio,MA_200,MA_200_ratio,EMA_12,EMA_26,Volatility_7,Volatility_21,Volatility_30,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,DayOfWeek,Month,Quarter,DayOfMonth,WeekOfYear,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,Close_Lag_5,Volume_Lag_5,Close_Lag_7,Volume_Lag_7,Close_Lag_14,Volume_Lag_14,Close_Lag_21,Volume_Lag_21,Close_Lag_30,Volume_Lag_30,Close_Diff_1,Close_Diff_7,Volume_MA_7,Volume_MA_21,Volume_Ratio,High_Low_Range,High_Low_Ratio
2021-01-04,16.96295928955078,17.169735101069968,16.88172709204448,17.169735101069968,5582800,,,,,,,,,,,16.96295928955078,16.96295928955078,,,,,0.0,0.0,0.0,,,,,,0,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,0.2880080090254893,1.0170603402990215
2021-01-05,16.818950653076172,17.11065178670273,16.656484894261876,16.94449282396959,5798400,-0.008489593945044671,-0.008525835812655966,,,,,,,,,16.940804114708534,16.952291983145255,,,,,-0.01148786843672056,-0.0022975736873441124,-0.009190294749376448,,,,,,1,1,1,5,1,16.96295928955078,5582800.0,,,,,,,,,,,,,,,-0.14400863647460938,,,,,0.4541668924408526,1.027266670928709
2021-01-06,16.630643844604492,16.911266871935705,16.57156523840081,16.83372646539558,11580200,-0.0111961092196462,-0.0112592574357708,,,,,,,,,16.893087150077143,16.928466195105198,,,,,-0.03537904502805489,-0.008913867955486269,-0.02646517707256862,,,,,,2,1,1,6,1,16.818950653076172,5798400.0,16.96295928955078,5582800.0,,,,,,,,,,,,,-0.1883068084716797,,,,,0.3397016335348937,1.0204990674476369
2021-01-07,16.209707260131836,16.737722875692445,15.991854653651968,16.5087920630899,10427000,-0.025310901273928765,-0.02563673193659296,,,,,,,,,16.78795178239325,16.87522479251458,,,,,-0.08727301012132926,-0.02458569638865487,-0.06268731373267439,,,,,,3,1,1,7,1,16.630643844604492,11580200.0,16.818950653076172,5798400.0,16.96295928955078,5582800.0,,,,,,,,,,,-0.42093658447265625,,,,,0.7458682220404764,1.0466405078206578
2021-01-08,16.63433265686035,16.75987484858757,16.06570029382853,16.24662928517314,5833200,0.026195747394704094,0.025858515485474597,,,,,,,,,16.764318070772802,16.857380930614266,,,,,-0.09306285984146356,-0.038281129079216616,-0.05478173076224695,,,,,,4,1,1,8,1,16.209707260131836,10427000.0,16.630643844604492,11580200.0,16.818950653076172,5798400.0,,,,,,,,,,,0.4246253967285156,,,,,0.6941745547590408,1.0432084840413525
2021-01-11,16.446020126342773,16.830031703275967,16.383248326005216,16.61217911718356,7147600,-0.011320714476628746,-0.011385281524006403,,,,,,,,,16.715349156245107,16.82690975992749,,,,,-0.1115606036823813,-0.05293702399984955,-0.05862357968253175,,,,,,0,1,1,11,2,16.63433265686035,5833200.0,16.209707260131836,10427000.0,16.630643844604492,11580200.0,16.96295928955078,5582800.0,,,,,,,,,-0.18831253051757812,,,,,0.44678337727075146,1.0272707443835525
2021-01-12,16.431251525878906,16.682335931542227,16.290939320703536,16.4792533292235,5973000,-0.0008980045233077938,-0.0008984079709196714,16.590552193777903,0.990398109355351,,,,,,,16.671641828496462,16.797601742590555,,,,,-0.1259599140940928,-0.0675416020186982,-0.05841831207539459,,,,,,1,1,1,12,2,16.446020126342773,7147600.0,16.63433265686035,5833200.0,16.209707260131836,10427000.0,16.818950653076172,5798400.0,,,,,,,,,-0.014768600463867188,,7477457.142857143,,0.7988009674793952,0.39139661083869015,1.024025417020692
2021-01-13,16.468181610107422,16.612187076865805,16.324177551894547,16.582647060542392,5955400,0.0022475515130635504,0.002245029547286699,16.519869668143137,0.9968711582431313,,,,,,,16.64034025643661,16.773200251295506,0.0160210283993475,,,,-0.13285999485889732,-0.08060528058673803,-0.05225471427215929,,,,,,2,1,1,13,2,16.431251525878906,5973000.0,16.446020126342773,7147600.0,16.63433265686035,5833200.0,16.630643844604492,11580200.0,16.96295928955078,5582800.0,,,,,,,0.036930084228515625,-0.4947776794433594,7530685.714285715,,0.7908177589595332,0.2880095249712582,1.0176431262191112
2021-01-14,16.409095764160156,16.641718360417684,16.409095764160156,16.519869368074616,4568600,-0.003587879180965592,-0.0035943310564636854,16.461318969726562,0.9968275199780499,,,,,,,16.60476418070177,16.74622954854474,0.01590441399479826,,,,-0.1414653678429687,-0.09277729803798418,-0.048688069804984524,,,,,,3,1,1,14,2,16.468181610107422,5955400.0,16.431251525878906,5973000.0,16.446020126342773,7147600.0,16.209707260131836,10427000.0,16.818950653076172,5798400.0,,,,,,,-0.059085845947265625,-0.4098548889160156,7355000.0,,0.621155676410605,0.2326225962575279,1.0141764421148427
2021-01-15,16.49772071838379,16.64910977234495,16.272483036224283,16.409102082836693,5299000,0.005400965141370007,0.005386432233476029,16.442329951695033,1.0033687906064095,,,,,,,16.588295955729773,16.727821487051337,0.015786922575079746,,,,-0.13952553132156353,-0.10212694469470006,-0.037398586626863475,,,,,,4,1,1,15,2,16.409095764160156,4568600.0,16.468181610107422,5955400.0,16.431251525878906,5973000.0,16.63433265686035,5833200.0,16.630643844604492,11580200.0,,,,,,,0.08862495422363281,-0.13292312622070312,6457685.714285715,,0.8205726067277529,0.37662673612066655,1.0231450071437933
