Date,Close,High,Low,Open,Repaired?,Volume
2021-01-04,12.591716766357422,13.161174814312535,12.561568949764832,13.141075843974518,False,27749200
2021-01-05,12.461078643798828,12.544822450171361,12.293591031053761,12.544822450171361,False,31908000
2021-01-06,12.745805740356445,12.973588972076247,12.52137297612517,12.571618487992543,False,41133400
2021-01-07,13.251618385314941,13.298514705370447,12.702258024843472,12.76925331542086,False,43757400
2021-01-08,13.328664779663086,13.586595861482039,13.161177163767332,13.348762475759951,False,32480600
2021-01-11,13.110930442810059,13.365512336011111,12.997038812236768,13.248270237516458,False,33761400
2021-01-12,13.231518745422363,13.328661847953747,13.027183694521456,13.285114719607122,False,31038000
2021-01-13,12.578316688537598,13.298513775696337,12.474475209339449,13.231518489802465,False,69732400
2021-01-14,12.54817008972168,12.779303784561456,12.340485833371535,12.648662389386013,False,79070400
2021-01-15,12.159600257873535,12.544822272874448,12.159600257873535,12.461078467685473,False,58294800
2021-01-18,12.03565788269043,12.404130056182058,11.9954612203418,12.280189601873618,False,47699600
2021-01-19,11.831324577331543,12.169650262518115,11.73753192535699,12.159600137071523,False,39025200
2021-01-20,11.566693305969238,11.918418290022704,11.55999364859566,11.888270470756092,False,45387200
2021-01-21,11.449451446533203,11.660486162046565,11.298712364023658,11.573391902005998,False,46607000
2021-01-22,11.285313606262207,11.328860738427014,11.134575794158291,11.261865445364757,False,40811400
2021-01-26,10.983838081359863,11.469552419673082,10.923542437826962,11.37575848649463,False,53844600
2021-01-27,11.305412292480469,11.39920493370543,10.893392975605094,10.963737456523814,False,50160400
2021-01-28,11.570043563842773,11.707383342939144,11.214969396453366,11.245117215173494,False,41864200
2021-01-29,11.34226131439209,11.613590428626697,11.27191682387416,11.42265465274713,False,34985600
2021-02-01,11.486300468444824,11.556644957157246,11.33221217569503,11.496349316024014,False,33525200
2021-02-02,11.409253120422363,11.757626276307803,11.335558184644347,11.643734683663904,False,39601800
2021-02-03,11.499704360961914,11.637044203135,11.44945754740829,11.48965423155346,False,20946000
2021-02-04,11.452798843383789,11.630336525141537,11.395853686587166,11.590138590878272,False,20148400
2021-02-05,11.375758171081543,11.549945438921485,11.322162186963796,11.482950139317037,False,25487200
2021-02-08,11.34560775756836,11.472898669946684,11.255164315443926,11.369055915397423,False,23303200
